scientific_name,park_name,observations
Juncus mexicanus,Great Smoky Mountains National Park,123
Equus caballus,Great Smoky Mountains National Park,61
Plethodon metcalfi,Great Smoky Mountains National Park,95
Coreopsis major,Great Smoky Mountains National Park,62
Campsis radicans,Great Smoky Mountains National Park,96
Elymus glaucus ssp. glaucus,Great Smoky Mountains National Park,56
Lynx rufus,Great Smoky Mountains National Park,30
Cymopterus cinerarius,Great Smoky Mountains National Park,71
Rubus hispidus,Great Smoky Mountains National Park,103
Polygala sanguinea,Great Smoky Mountains National Park,69
Silene gallica,Great Smoky Mountains National Park,65
Etheostoma stigmaeum,Great Smoky Mountains National Park,61
Calidris mauri,Great Smoky Mountains National Park,96
Muhlenbergia mexicana,Great Smoky Mountains National Park,54
Lupinus bicolor,Great Smoky Mountains National Park,59
Galium sparsiflorum ssp. sparsiflorum,Great Smoky Mountains National Park,58
Penthorum sedoides,Great Smoky Mountains National Park,82
Equisetum fluviatile,Great Smoky Mountains National Park,56
Myotis evotis,Great Smoky Mountains National Park,46
Ceanothus cuneatus var. cuneatus,Great Smoky Mountains National Park,47
Carpodacus cassinii,Great Smoky Mountains National Park,81
Lasthenia californica,Great Smoky Mountains National Park,109
Clitoria mariana,Great Smoky Mountains National Park,69
Picea glauca,Great Smoky Mountains National Park,71
Herpetineuron toccoae,Great Smoky Mountains National Park,73
Mimulus primuloides,Great Smoky Mountains National Park,66
Anthemis cotula,Great Smoky Mountains National Park,73
Nuphar lutea ssp. polysepala,Great Smoky Mountains National Park,72
Quercus velutina,Great Smoky Mountains National Park,54
Fontinalis dalecarlica,Great Smoky Mountains National Park,86
Sorex tenellus,Great Smoky Mountains National Park,91
Arabis lyallii var. nubigena,Great Smoky Mountains National Park,84
Tamarix chinensis,Great Smoky Mountains National Park,98
Etheostoma sanguifluum,Great Smoky Mountains National Park,59
Elaeagnus commutata,Great Smoky Mountains National Park,85
Cryptantha flaccida,Great Smoky Mountains National Park,43
Eriophyllum lanatum var. integrifolium,Great Smoky Mountains National Park,86
Rudbeckia fulgida var. fulgida,Great Smoky Mountains National Park,86
Gypsophila paniculata,Great Smoky Mountains National Park,104
Thomomys monticola,Great Smoky Mountains National Park,56
Epilobium clavatum,Great Smoky Mountains National Park,91
Linum lewisii var. lewisii,Great Smoky Mountains National Park,68
Viola bakeri,Great Smoky Mountains National Park,85
Draba ramosissima,Great Smoky Mountains National Park,101
Cyperus esculentus,Great Smoky Mountains National Park,71
Tamias umbrinus,Great Smoky Mountains National Park,85
Hylotelephium telephioides,Great Smoky Mountains National Park,54
Symphyotrichum foliaceum var. parryi,Great Smoky Mountains National Park,74
Gymnocladus dioicus,Great Smoky Mountains National Park,92
Carex umbellata,Great Smoky Mountains National Park,63
Carex debilis var. rudgei,Great Smoky Mountains National Park,101
Corynorhinus townsendii,Great Smoky Mountains National Park,111
Heuchera parvifolia,Great Smoky Mountains National Park,64
Orbexilum pedunculatum var. pedunculatum,Great Smoky Mountains National Park,94
Agoseris retrorsa,Great Smoky Mountains National Park,84
Osmorhiza brachypoda,Great Smoky Mountains National Park,100
Mentzelia lindleyi,Great Smoky Mountains National Park,99
Perideridia bolanderi,Great Smoky Mountains National Park,78
Lupinus rivularis,Great Smoky Mountains National Park,61
Aquilegia formosa,Great Smoky Mountains National Park,58
Hymenophyllum tayloriae,Great Smoky Mountains National Park,104
Symphyotrichum patens var. patens,Great Smoky Mountains National Park,58
Carex subnigricans,Great Smoky Mountains National Park,69
Taraxacum officinale,Great Smoky Mountains National Park,91
Salix jepsonii,Great Smoky Mountains National Park,53
Trachemys scripta troostii,Great Smoky Mountains National Park,48
Sanicula marilandica,Great Smoky Mountains National Park,52
Monarda fistulosa var. menthifolia,Great Smoky Mountains National Park,110
Chenopodium album var. missouriense,Great Smoky Mountains National Park,61
Schlotheimia rugifolia,Great Smoky Mountains National Park,34
Quercus bicolor,Great Smoky Mountains National Park,54
Isothecium myosuroides,Great Smoky Mountains National Park,59
Setophaga nigrescens,Great Smoky Mountains National Park,78
Cathartes aura,Great Smoky Mountains National Park,47
Hedwigia ciliata,Great Smoky Mountains National Park,87
Sorex cinereus,Great Smoky Mountains National Park,47
Arabis lemmonii var. lemmonii,Great Smoky Mountains National Park,62
Moxostoma erythrurum,Great Smoky Mountains National Park,73
Asclepias californica,Great Smoky Mountains National Park,112
Lepomis megalotis,Great Smoky Mountains National Park,67
Angelica venenosa,Great Smoky Mountains National Park,60
Abietinella abietina,Great Smoky Mountains National Park,65
Fraxinus dipetala,Great Smoky Mountains National Park,83
Agastache urticifolia,Great Smoky Mountains National Park,57
Phlox hoodii,Great Smoky Mountains National Park,101
Brachythecium acuminatum,Great Smoky Mountains National Park,93
Aspidotis densa,Great Smoky Mountains National Park,76
Corydalis aurea var. aurea,Great Smoky Mountains National Park,53
Silene menziesii,Great Smoky Mountains National Park,67
Thalictrum sparsiflorum,Great Smoky Mountains National Park,54
Saxifraga rhomboidea,Great Smoky Mountains National Park,83
Asperugo procumbens,Great Smoky Mountains National Park,88
Phasianus colchicus,Great Smoky Mountains National Park,83
Cirsium vulgare,Great Smoky Mountains National Park,84
Rubus argutus,Great Smoky Mountains National Park,92
Carex limosa,Great Smoky Mountains National Park,91
Noccaea montana,Great Smoky Mountains National Park,94
Lampropeltis triangulum triangulum,Great Smoky Mountains National Park,85
Epipactis gigantea,Great Smoky Mountains National Park,47
Ammodramus leconteii,Great Smoky Mountains National Park,86
Campanula divaricata,Great Smoky Mountains National Park,30
Cottus gulosus,Great Smoky Mountains National Park,41
Diplazium pycnocarpon,Great Smoky Mountains National Park,74
Collinsonia canadensis,Great Smoky Mountains National Park,104
Carex virescens,Great Smoky Mountains National Park,95
Physostegia virginiana,Great Smoky Mountains National Park,75
Anomodon rostratus,Great Smoky Mountains National Park,68
Notropis atherinoides,Great Smoky Mountains National Park,62
Salix cascadensis,Great Smoky Mountains National Park,83
Elanus leucurus,Great Smoky Mountains National Park,87
Lycopus X sherardii,Great Smoky Mountains National Park,48
Artemisia ludoviciana ssp. mexicana,Great Smoky Mountains National Park,35
Chaenactis glabriuscula var. glabriuscula,Great Smoky Mountains National Park,52
Danthonia spicata,Great Smoky Mountains National Park,56
Blasia pusilla,Great Smoky Mountains National Park,110
Scirpus lineatus,Great Smoky Mountains National Park,79
Tympanuchus phasianellus,Great Smoky Mountains National Park,97
Viola walteri,Great Smoky Mountains National Park,59
Puccinellia distans,Great Smoky Mountains National Park,68
Scutellaria elliptica var. elliptica,Great Smoky Mountains National Park,80
Condylura cristata,Great Smoky Mountains National Park,70
Solidago gigantea,Great Smoky Mountains National Park,46
Allium brevistylum,Great Smoky Mountains National Park,118
Pseudotriton,Great Smoky Mountains National Park,143
Cryptogramma cascadensis,Great Smoky Mountains National Park,79
Carex albicans var. albicans,Great Smoky Mountains National Park,87
Notropis baileyi,Great Smoky Mountains National Park,112
Oncorhynchus mykiss,Great Smoky Mountains National Park,61
Viola purpurea ssp. purpurea,Great Smoky Mountains National Park,51
Rubus alumnus,Great Smoky Mountains National Park,62
Viola canadensis,Great Smoky Mountains National Park,67
Oryzomys palustris,Great Smoky Mountains National Park,88
Myotis septentrionalis,Great Smoky Mountains National Park,34
Rattus rattus,Great Smoky Mountains National Park,77
Ptilagrostis kingii,Great Smoky Mountains National Park,112
Eucladium verticillatum,Great Smoky Mountains National Park,85
Carex lurida,Great Smoky Mountains National Park,39
Erigeron,Great Smoky Mountains National Park,80
Solidago juncea,Great Smoky Mountains National Park,46
Thalictrum pubescens,Great Smoky Mountains National Park,71
Laportea canadensis,Great Smoky Mountains National Park,69
Nyctanassa violacea,Great Smoky Mountains National Park,100
Thalictrum fendleri var. polycarpum,Great Smoky Mountains National Park,55
Trisetum spicatum,Great Smoky Mountains National Park,54
Trifolium arvense,Great Smoky Mountains National Park,104
Percina aurantiaca,Great Smoky Mountains National Park,61
Crassula solierii,Great Smoky Mountains National Park,63
Alopecurus arundinaceus,Great Smoky Mountains National Park,100
Grayia spinosa,Great Smoky Mountains National Park,66
Scutellaria elliptica,Great Smoky Mountains National Park,57
Aesculus flava,Great Smoky Mountains National Park,73
Mimulus bolanderi,Great Smoky Mountains National Park,40
Lomatium dissectum var. multifidum,Great Smoky Mountains National Park,67
Hypericum virgatum,Great Smoky Mountains National Park,65
Pseudacris brachyphona,Great Smoky Mountains National Park,96
Pseudotaxiphyllum distichaceum,Great Smoky Mountains National Park,50
Ceratodon purpureus,Great Smoky Mountains National Park,56
Salvia urticifolia,Great Smoky Mountains National Park,81
Sicyos angulatus,Great Smoky Mountains National Park,73
Salix discolor,Great Smoky Mountains National Park,117
Lomatium macrocarpum,Great Smoky Mountains National Park,69
Dryocopus pileatus,Great Smoky Mountains National Park,60
Gallinago gallinago,Great Smoky Mountains National Park,66
Calidris minutilla,Great Smoky Mountains National Park,91
Cerastium brachypetalum,Great Smoky Mountains National Park,54
Philonotis fontana var. pumila,Great Smoky Mountains National Park,53
Taraxacum laevigatum,Great Smoky Mountains National Park,73
Polytrichum appalachianum,Great Smoky Mountains National Park,84
Carex retroflexa,Great Smoky Mountains National Park,114
Actitis macularius,Great Smoky Mountains National Park,87
Potentilla argentea,Great Smoky Mountains National Park,82
Crepis tectorum,Great Smoky Mountains National Park,71
Pinus contorta var. latifolia,Great Smoky Mountains National Park,84
Carex gravida var. lunelliana,Great Smoky Mountains National Park,52
Lysimachia lanceolata,Great Smoky Mountains National Park,74
Loxia leucoptera,Great Smoky Mountains National Park,54
Megascops kennicottii,Great Smoky Mountains National Park,70
Equisetum arvense,Great Smoky Mountains National Park,81
Parietaria pensylvanica,Great Smoky Mountains National Park,48
Paraleucobryum longifolium,Great Smoky Mountains National Park,74
Zygodon viridissimus,Great Smoky Mountains National Park,71
Bromus orcuttianus,Great Smoky Mountains National Park,74
Didymodon fallax,Great Smoky Mountains National Park,81
Melanitta fusca,Great Smoky Mountains National Park,114
Parthenocissus vitacea,Great Smoky Mountains National Park,67
Linanthus ciliatus,Great Smoky Mountains National Park,100
Festuca rubra,Great Smoky Mountains National Park,92
Hedera helix,Great Smoky Mountains National Park,82
Lophocolea muricata,Great Smoky Mountains National Park,35
Cheilanthes intertexta,Great Smoky Mountains National Park,92
Fissidens exilis,Great Smoky Mountains National Park,105
Lunaria annua,Great Smoky Mountains National Park,95
Plagiothecium denticulatum,Great Smoky Mountains National Park,33
Psilocarphus brevissimus var. brevissimus,Great Smoky Mountains National Park,72
Aquilegia canadensis,Great Smoky Mountains National Park,80
Carex brunnescens,Great Smoky Mountains National Park,73
Erigeron inornatus var. inornatus,Great Smoky Mountains National Park,89
Eumops perotis,Great Smoky Mountains National Park,40
Juncus debilis,Great Smoky Mountains National Park,89
Erigeron peregrinus,Great Smoky Mountains National Park,47
Taraxacum ceratophorum,Great Smoky Mountains National Park,84
Symphyotrichum pilosum var. pilosum,Great Smoky Mountains National Park,82
Larus delawarensis,Great Smoky Mountains National Park,76
Carduelis tristis,Great Smoky Mountains National Park,85
Rudbeckia laciniata var. digitata,Great Smoky Mountains National Park,79
Nicandra physalodes,Great Smoky Mountains National Park,80
Eriogonum umbellatum var. cladophorum,Great Smoky Mountains National Park,62
Cocculus carolinus,Great Smoky Mountains National Park,86
Arisaema triphyllum ssp. quinatum,Great Smoky Mountains National Park,103
Pyrola picta,Great Smoky Mountains National Park,68
Pedicularis semibarbata,Great Smoky Mountains National Park,71
Lutra canadensis,Great Smoky Mountains National Park,62
Castor canadensis,Great Smoky Mountains National Park,62
Plagiothecium laetum,Great Smoky Mountains National Park,85
Asplenium pinnatifidum,Great Smoky Mountains National Park,93
Carex hirsutella,Great Smoky Mountains National Park,62
Garrya fremontii,Great Smoky Mountains National Park,70
Quercus stellata,Great Smoky Mountains National Park,85
Paspalum setaceum,Great Smoky Mountains National Park,47
Aruncus dioicus,Great Smoky Mountains National Park,61
Anomodon viticulosus,Great Smoky Mountains National Park,79
Ivesia shockleyi var. shockleyi,Great Smoky Mountains National Park,44
Carya alba,Great Smoky Mountains National Park,75
Eriogonum spergulinum var. reddingianum,Great Smoky Mountains National Park,86
Bombycilla cedrorum,Great Smoky Mountains National Park,79
Chamaesyce maculata,Great Smoky Mountains National Park,111
Castilleja applegatei ssp. pallida,Great Smoky Mountains National Park,64
Cephalozia bicuspidata ssp. lammersiana,Great Smoky Mountains National Park,117
Draba incerta,Great Smoky Mountains National Park,62
