category,scientific_name,common_names,conservation_status,lifespan_years,mass_kg
Reptile,Lampropeltis triangulum elapsoides,Scarlet Kingsnake,In Recovery,11.7,0.11
Reptile,Lampropeltis triangulum triangulum,Eastern Milk Snake,Threatened,11.2,13.562
Reptile,Nerodia erythrogaster,Plainbelly Water Snake,In Recovery,11.5,318.864
Reptile,Nerodia erythrogaster flavigaster,"Yellowbelly Water Snake, Yellowbelly Watersnake",Endangered,36.4,2.386
Reptile,Nerodia sipedon sipedon,Northern Water Snake,,12.3,6.69
Reptile,Opheodrys aestivus aestivus,Eastern Rough Green Snake,Endangered,15.5,2.104
Reptile,Pituophis melanoleucus melanoleucus,Northern Pine Snake,Species of Concern,190.2,1.361
Reptile,Regina septemvittata,Queen Snake,Species of Concern,61.5,0.404
Reptile,Storeria dekayi dekayi,Northern Brown Snake,,23.9,56.917
Reptile,Storeria dekayi wrightorum,Midland Brown Snake,Endangered,14.9,61.861
Reptile,Storeria occipitomaculata occipitomaculata,Northern Redbelly Snake,,43.2,0.535
Reptile,Tantilla coronata,Southeastern Crowned Snake,,40.7,11.532
Reptile,Thamnophis sirtalis sirtalis,Common Garter Snake,Species of Concern,40.3,0.071
Reptile,Virginia valeriae valeriae,Eastern Earth Snake,,13.7,1.005
Reptile,Anolis carolinensis carolinensis,Northern Green Anole,,23.1,5.705
Reptile,Sceloporus undulatus hyacinthinus,Northern Fence Lizard,Endangered,28.3,0.114
Reptile,Eumeces anthracinus,Coal Skink,Species of Concern,33.3,5.591
Reptile,Eumeces fasciatus,Five-Lined Skink,Species of Concern,38.4,14.319
Reptile,Eumeces inexpectatus,Southeastern Five-Lined Skink,,47.8,4.13
Reptile,Eumeces laticeps,Broadhead Skink,In Recovery,23.2,0.059
Reptile,Scincella lateralis,Ground Skink,,34.6,2.498
Reptile,Cnemidophorus sexlineatus sexlineatus,Eastern Six-Lined Racerunner,,30.5,0.128
Reptile,Agkistrodon contortrix mokasen,Northern Copperhead,Species of Concern,10.3,13.549
Reptile,Crotalus horridus,Timber Rattlesnake,,23.8,6.443
Reptile,Chelydra serpentina serpentina,Common Snapping Turtle,,25.1,1.75
Reptile,Chrysemys picta marginata,Midland Painted Turtle,In Recovery,52.0,0.587
Reptile,Chrysemys picta picta,Eastern Painted Turtle,,26.5,0.654
Reptile,Clemmys muhlenbergii,Bog Turtle,,17.3,0.888
Reptile,Graptemys geographica,"Common Map Turtle, Map Turtle",,29.3,0.633
Reptile,Graptemys ouachitensis,Ouachita Map Turtle,,67.0,0.275
Reptile,Terrapene carolina carolina,Eastern Box Turtle,In Recovery,21.1,0.684
Reptile,Trachemys scripta,Slider,,78.1,2.443
Reptile,Trachemys scripta troostii,Cumberland Slider,Species of Concern,56.0,0.084
Reptile,Sternotherus minor peltifer,"Stripeneck Musk Turtle, Stripe-Necked Musk Turtle",Threatened,30.4,9.769
Reptile,Sternotherus odoratus,Common Musk Turtle,,26.2,13.887
Reptile,Apalone spinifera spinifera,"Eastern Spiny Softshell, Northern Spiny Softshell Turtle",Endangered,16.2,27.624
Amphibian,Bufo americanus americanus,Eastern American Toad,In Recovery,34.8,0.053
Amphibian,Bufo fowleri,"Fowler's Toad, Woodhouse's Toad",,8.8,0.47
Amphibian,Acris crepitans crepitans,Northern Cricket Frog,,24.3,0.044
Amphibian,Hyla chrysoscelis,Cope's Gray Treefrog,Endangered,8.9,0.059
Amphibian,Hyla versicolor,Gray Treefrog,Species of Concern,5.6,0.027
Amphibian,Pseudacris brachyphona,Mountain Chorus Frog,,6.7,0.033
Amphibian,Pseudacris crucifer crucifer,Northern Spring Peeper,,10.8,0.109
Amphibian,Pseudacris feriarum feriarum,Upland Chorus Frog,,23.9,0.025
Amphibian,Pseudacris triseriata,"Striped Chorus Frog, Western Chorus Frog",,18.0,0.063
Amphibian,Gastrophryne carolinensis,Eastern Narrow-Mouthed Toad,Threatened,10.8,0.184
Amphibian,Rana catesbeiana,American Bullfrog,,6.3,0.13
Amphibian,Rana clamitans melanota,Northern Green Frog,,12.0,0.148
Amphibian,Rana palustris,Pickerel Frog,Endangered,12.7,1.563
Amphibian,Rana pipiens,Northern Leopard Frog,In Recovery,8.0,0.043
Amphibian,Rana sphenocephala,Southern Leopard Frog,Species of Concern,8.1,0.042
Amphibian,Rana sylvatica,Wood Frog,Endangered,8.0,0.342
Amphibian,Scaphiopus holbrookii holbrookii,Eastern Spadefoot,Species of Concern,22.4,0.041
Amphibian,Ambystoma maculatum,Spotted Salamander,Endangered,7.3,0.145
Amphibian,Ambystoma opacum,Marbled Salamander,,8.4,0.175
Amphibian,Ambystoma talpoideum,Mole Salamander,Threatened,12.2,0.013
Amphibian,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Species of Concern,23.9,0.708
Amphibian,Desmognathus conanti,Spotted Dusky Salamander,Endangered,8.1,0.052
Amphibian,Desmognathus imitator,Imitator Salamander,,12.7,0.123
Amphibian,Desmognathus marmoratus,Shovel-Nosed Salamander,Species of Concern,15.3,0.916
Amphibian,Desmognathus monticola,Seal Salamander,Threatened,10.1,0.031
Amphibian,Desmognathus ocoee,Ocoee Salamander,Threatened,5.5,0.034
Amphibian,Desmognathus quadramaculatus,Black-Bellied Salamander,Species of Concern,10.8,0.707
Amphibian,Desmognathus santeetlah,"Santeetlah Dusky Salamander, Santleetlah Dusky Salamander, Yellow Dusky Salamander",Endangered,8.5,0.107
Amphibian,Desmognathus wrighti,Pigmy Salamander,Species of Concern,10.9,0.342
Amphibian,Eurycea,Brook Salamanders,Endangered,39.0,0.043
Amphibian,Eurycea bislineata,"Northern Two-Lined Salamander, Two-Lined Salamander",In Recovery,8.6,0.287
Amphibian,Eurycea cirrigera,Southern Two-Lined Salamander,Endangered,15.5,0.753
Amphibian,Eurycea guttolineata,Three-Lined Salamander,,14.8,0.053
Amphibian,Eurycea junaluska,Junaluska Salamander,Endangered,14.8,0.311
Amphibian,Eurycea longicauda longicauda,Longtail Salamander,,16.6,0.151
Amphibian,Eurycea lucifuga,Cave Salamander,,18.8,0.334
Amphibian,Eurycea wilderae,Blue Ridge Two-Lined Salamander,In Recovery,22.0,0.179
Amphibian,Gyrinophilus porphyriticus,Spring Salamander,Species of Concern,10.1,0.098
Amphibian,Hemidactylium scutatum,Four-Toed Salamander,In Recovery,20.2,0.031
Amphibian,Plethodon,Woodland Salamanders,Endangered,13.3,0.051
Amphibian,Plethodon aureolus,Tellico Salamander,Species of Concern,11.2,0.381
Amphibian,Plethodon cinereus,"Eastern Red-Backed Salamander, Redback Salamander",Species of Concern,12.1,0.087
Amphibian,Plethodon dorsalis,Northern Zigzag Salamander,Species of Concern,5.6,0.201
Amphibian,Plethodon glutinosus,Snorthern Slimy Salamander,Endangered,15.2,1.101
Amphibian,Plethodon jordani,"Appalachian Salamander, Jordan's Salamander",Endangered,9.5,0.107
Amphibian,Plethodon metcalfi,Southern Gray-Cheeked Salamander,,12.5,0.545
Amphibian,Plethodon oconaluftee,Southern Appalachian Salamander,Threatened,10.5,0.115
Amphibian,Plethodon serratus,Southern Red-Backed Salamander,Species of Concern,14.9,0.103
Amphibian,Plethodon ventralis,Southern Zigzag Salamander,Species of Concern,8.8,0.104
Amphibian,Plethodon websteri,Webster's Salamander,Species of Concern,18.9,0.024
Amphibian,Pseudotriton,"Mud Salamanders, Red Salamanders, Red Salamanders &Amp; Mud Salamanders",Species of Concern,11.8,0.035
Amphibian,Pseudotriton montanus,Mud Salamander,Species of Concern,20.0,0.013
Amphibian,Pseudotriton montanus diastictus,Midland Mud Salamander,Endangered,8.3,0.129
Amphibian,Pseudotriton montanus montanus,Eastern Mud Salamander,Species of Concern,24.1,0.076
Amphibian,Pseudotriton ruber nitidus,Blue Ridge Red Salamander,,8.4,0.785
Amphibian,Pseudotriton ruber ruber,Northern Red Salamander,Species of Concern,5.3,0.006
Amphibian,Pseudotriton ruber schencki,Blackchin Red Salamander,,13.7,0.045
Amphibian,Necturus maculosus maculosus,Mudpuppy,,6.6,0.192
Amphibian,Notophthalmus viridescens viridescens,Eastern Red-Spotted Newt,Species of Concern,12.5,0.042
Fish,Labidesthes sicculus,Brook Silverside,,4.1,6.102
Fish,Dorosoma cepedianum,Gizzard Shad,,15.7,1.421
Fish,Catostomus commersoni,White Sucker,Species of Concern,36.3,0.331
Fish,Hypentelium nigricans,Northern Hog Sucker,Endangered,3.4,0.584
Fish,Moxostoma carinatum,River Redhorse,,9.7,2.375
Fish,Moxostoma duquesnei,Black Redhorse,Endangered,8.4,2.796
Fish,Moxostoma erythrurum,Golden Redhorse,,4.2,14.377
Fish,Moxostoma macrolepidotum,Shorthead Redhorse,Species of Concern,9.4,8.81
Fish,Campostoma anomalum,Central Stoneroller,,12.7,3.271
Fish,Campostoma oligolepis,Largescale Stoneroller,,14.9,3.227
Fish,Carassius auratus,Goldfish,Endangered,15.6,12.106
Fish,Clinostomus funduloides,Rosyside Dace,Endangered,11.4,4.776
Fish,Clinostomus sp. 1,Smoky Dace,Species of Concern,9.4,14.299
Fish,Cyprinella galactura,Whitetail Shiner,Species of Concern,6.2,24.567
Fish,Cyprinella galacturus,Whitetail Shiner,Species of Concern,9.7,0.193
Fish,Cyprinella spiloptera,Spotfin Shiner,Species of Concern,10.9,0.594
Fish,Cyprinella spilopterus,Spotfin Shiner,Threatened,18.0,0.619
Fish,Cyprinella venusta,Blacktail Shiner,Threatened,7.3,0.097
Fish,Cyprinella venustus,Blacktail Shiner,,7.3,0.043
Fish,Cyprinus carpio,Common Carp,Species of Concern,3.3,5.158
Fish,Erimonax monachus,Spotfin Chub,Threatened,17.3,3.121
Fish,Hemitremia flammea,Flame Chub,Species of Concern,5.1,1.535
Fish,Hybopsis amblops,Bigeye Chub,Endangered,9.9,0.29
Fish,Luxilus chrysocephalus,Striped Shiner,,28.6,6.147
Fish,Luxilus coccogenis,Warpaint Shiner,Species of Concern,8.5,1.717
Fish,Luxilus cornutus,Common Shiner,Species of Concern,11.5,0.077
Fish,Lythrurus lirus,Mountain Shiner,,8.4,0.593
Fish,Nocomis micropogon,River Chub,Species of Concern,4.9,1.082
Fish,Notropis atherinoides,Emerald Shiner,,35.1,4.311
Fish,Notropis baileyi,Rough Shiner,,6.7,3.892
Fish,Notropis leuciodus,Tennessee Shiner,Species of Concern,26.6,6.599
Fish,Notropis photogenis,Silver Shiner,Species of Concern,10.4,0.625
Fish,Notropis rubellus,Rosyface Shiner,Species of Concern,16.3,2.975
Fish,Notropis rubricroceus,Saffron Shiner,Species of Concern,18.7,4.275
Fish,Notropis spectrunculus,Mirror Shiner,,20.8,0.739
Fish,Notropis telescopus,Telescope Shiner,Endangered,25.1,2.218
Fish,Notropis volucellus,Mimic Shiner,In Recovery,42.6,0.586
Fish,Phenacobius catostomus,Riffle Minnow,Species of Concern,33.6,2.219
Fish,Phenacobius crassilabrum,Fatlips Minnow,,6.3,0.798
Fish,Phenacobius uranops,Stargazing Minnow,,8.0,3.115
Fish,Phoxinus oreas,Mountain Redbelly Dace,,14.4,0.697
Fish,Phoxinus tennesseensis,Tennessee Dace,Species of Concern,9.8,40.993
Fish,Rhinichthys cataractae,Longnose Dace,,33.4,3.172
Fish,Rhinichthys obtusus,Western Blacknose Dace,,10.2,1.974
Fish,Semotilus atromaculatus,Creek Chub,Endangered,15.3,0.356
Fish,Fundulus catenatus,Northern Studfish,Threatened,8.3,0.135
Fish,Gambusia affinis,"Mosquitofish, Western Mosquitofish",Species of Concern,13.2,4.353
Fish,Gambusia holbrooki,Eastern Mosquitofish,Endangered,7.1,17.479
Fish,Esox masquinongy,Muskellunge,Species of Concern,4.2,0.183
Fish,Ambloplites rupestris,Rock Bass,,11.7,7.93
Fish,Lepomis auritus,Redbreast Sunfish,Endangered,32.4,0.828
Fish,Lepomis cyanellus,Green Sunfish,Endangered,21.2,1.556
Fish,Lepomis gibbosus,Pumpkinseed,Species of Concern,8.8,6.206
Fish,Lepomis gulosus,Warmouth,Species of Concern,15.7,0.155
Fish,Lepomis humilis,Orangespotted Sunfish,In Recovery,28.0,13.068
Fish,Lepomis macrochirus,Bluegill,Threatened,6.4,2.985
Fish,Lepomis megalotis,Longear Sunfish,Threatened,14.1,2.438
Fish,Lepomis microlophus,Redear Sunfish,,6.8,0.602
Fish,Micropterus dolomieu,Smallmouth Bass,Endangered,9.8,9.574
Fish,Micropterus punctulatus,Spotted Bass,Species of Concern,14.6,0.946
Fish,Micropterus salmoides,Largemouth Bass,,17.1,0.023
Fish,Pomoxis nigromaculatus,Black Crappie,,22.3,0.121
Fish,Morone chrysops,White Bass,,7.7,0.307
Fish,Etheostoma blennioides,Greenside Darter,Threatened,4.0,9.405
Fish,Etheostoma camurum,Bluebreast Darter,,7.2,2.773
Fish,Etheostoma chlorobranchium,Greenfin Darter,Species of Concern,9.7,3.372
Fish,Etheostoma flabellare,Fantail Darter,,10.5,0.241
Fish,Etheostoma gutselli,Tuckasegee Darter,Threatened,20.0,0.786
Fish,Etheostoma jessiae,Blueside Darter,Threatened,3.4,0.867
Fish,Etheostoma maculatum,Spotted Darter,Species of Concern,28.5,5.902
Fish,Etheostoma percnurum,Duskytail Darter,Endangered,7.8,0.976
Fish,Etheostoma rufilineatum,Redline Darter,Threatened,8.0,37.156
Fish,Etheostoma sanguifluum,"Bloodfin Darter, Spotted Darter",,13.0,3.143
Fish,Etheostoma simoterum,"Snubnose Darter, Tennessee Snubnose Darter",Species of Concern,20.5,2.359
Fish,Etheostoma stigmaeum,Speckled Darter,,8.3,1.228
Fish,Etheostoma swannanoa,Swannanoa Darter,Threatened,9.5,1.559
Fish,Etheostoma vulneratum,Wounded Darter,Species of Concern,16.6,1.782
Fish,Etheostoma zonale,Banded Darter,Species of Concern,16.7,1.461
Fish,Perca flavescens,Yellow Perch,,10.5,0.082
Fish,Percina aurantiaca,Tangerine Darter,Species of Concern,18.9,2.772
Fish,Percina burtoni,Blotchside Darter,Species of Concern,20.1,0.021
Fish,Percina caprodes,Logperch,,43.0,1.337
Fish,Percina evides,Gilt Darter,Endangered,21.7,0.347
Fish,Percina squamata,Olive Darter,Species of Concern,15.3,0.34
Fish,Stizostedion canadense,Sauger,,6.4,29.109
Fish,Stizostedion vitreum,Walleye,,8.7,2.285
Fish,Aplodinotus grunniens,Freshwater Drum,In Recovery,18.3,3.468
Fish,Ichthyomyzon castaneus,Chestnut Lamprey,,11.1,2.85
Fish,Ichthyomyzon greeleyi,Mountain Brook Lamprey,Species of Concern,53.6,1.512
Fish,Lampetra appendix,American Brook Lamprey,,11.5,7.972
Fish,Oncorhynchus mykiss,Rainbow Trout,,21.6,9.782
Fish,Salmo trutta,Brown Trout,Threatened,15.6,0.297
Fish,Salvelinus fontinalis,Brook Trout,,31.3,0.295
Fish,Cottus bairdi,Mottled Sculpin,Species of Concern,12.3,0.532
Fish,Cottus carolinae,Banded Sculpin,Threatened,9.5,2.7
Fish,Lepisosteus osseus,Longnose Gar,Endangered,12.5,3.105
Fish,Ameiurus melas,Black Bullhead,,30.9,3.255
Fish,Ameiurus natalis,Yellow Bullhead,,8.4,7.002
Fish,Ictalurus furcatus,Blue Catfish,Threatened,22.9,0.261
Fish,Ictalurus punctatus,Channel Catfish,Threatened,15.2,4.72
Fish,Noturus baileyi,Smoky Madtom,Endangered,8.1,12.982
Fish,Noturus flavipinnis,Yellowfin Madtom,Threatened,9.0,1.99
Fish,Noturus flavus,Stonecat,Species of Concern,8.8,1.688
Fish,Pylodictis olivaris,Flathead Catfish,,4.6,0.19
Vascular Plant,Acorus calamus,Sweetflag,Species of Concern,166.2,0.198
Vascular Plant,Alisma subcordatum,Water-Plantain,,7.5,0.008
Vascular Plant,Sagittaria australis,Longbeak Arrowhead,,11.4,0.06
Vascular Plant,Sagittaria latifolia var. pubescens,Broad-Leaved Arrowhead,,176.0,20.585
Vascular Plant,Arisaema dracontium,Green Dragon,,10.7,459.937
Vascular Plant,Arisaema triphyllum ssp. quinatum,Jack In The Pulpit,,79.7,0.732
Vascular Plant,Arisaema triphyllum ssp. triphyllum,Jack In The Pulpit,Species of Concern,1.2,506.415
Vascular Plant,Lemna minuta,Least Duckweed,In Recovery,4.6,0.027
Vascular Plant,Lemna valdiviana,"Duckweed, Pale Duckweed",,83.7,734.64
Vascular Plant,Peltandra virginica,"Arrow Arum, Green Arrow-Arum",Species of Concern,129.2,6.752
Vascular Plant,Wolffia brasiliensis,Brazilian Watermeal,,50.1,13.923
Vascular Plant,Elodea nuttallii,Western Waterweed,Species of Concern,61.0,3.33
Vascular Plant,Najas guadalupensis,Southern Waternymph,,27.8,1.41
Vascular Plant,Najas minor,Brittle Waternymph,,9.9,0.817
Vascular Plant,Potamogeton amplifolius,"Broad-Leaved Pondweed, Large-Leaf Pondweed",Threatened,3.2,1.289
Vascular Plant,Potamogeton diversifolius,Waterthread Pondweed,,7.5,0.104
Vascular Plant,Potamogeton epihydrus,"Nuttall Pondweed, Ribbonleaf Pondweed",,30.4,53.517
Vascular Plant,Potamogeton nodosus,Longleaf Pondweed,,73.8,0.033
Vascular Plant,Potamogeton pulcher,Spotted Pondweed,,7.5,17.321
Vascular Plant,Tofieldia glabra,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern,7.5,0.94
Vascular Plant,Aegopodium podagraria,"Bishops Goutweed, Old Man's Beard",,47.5,0.146
Vascular Plant,Ammoselinum butleri,Butler's Sandparsley,Species of Concern,27.8,0.059
Vascular Plant,Angelica atropurpurea,Purplestem Angelica,,11.9,3.667
Vascular Plant,Angelica triquinata,Filmy Angelica,Endangered,3.6,4.959
Vascular Plant,Angelica venenosa,Hairy Angelica,,24.0,6.562
Vascular Plant,Bupleurum rotundifolium,Hare's Ear,,32.1,49.916
Vascular Plant,Carum carvi,Caraway,,28.5,0.564
Vascular Plant,Chaerophyllum procumbens,Spreading Chervil,In Recovery,28.4,6.412
Vascular Plant,Chaerophyllum tainturieri var. tainturieri,Wild Chervil,,26.0,1.825
Vascular Plant,Cicuta maculata,"Spotted Cowbane, Spotted Water-Hemlock",In Recovery,10.6,0.314
Vascular Plant,Conium maculatum,Poison Hemlock,,4.6,130.836
Vascular Plant,Cryptotaenia canadensis,"Canada Honewort, Honewort",,5.5,0.292
Vascular Plant,Daucus carota,"Queen Anne's Lace, Wild Carrot",,10.4,15.445
Vascular Plant,Erigenia bulbosa,Harbinger Of Spring,Species of Concern,17.2,37.313
Vascular Plant,Eryngium integrifolium,Blueflower Eryngo,Threatened,10.9,3.312
Vascular Plant,Eryngium prostratum,"Prostrate Eryngo, Rattlesnake-Master",Species of Concern,9.0,351.733
Vascular Plant,Eryngium yuccifolium,Rattlesnake-Master,Species of Concern,5.9,3.577
Vascular Plant,Foeniculum vulgare,Sweet Fennel,,52.5,4.639
Vascular Plant,Heracleum lanatum,Masterwort,Species of Concern,19.6,1.192
Vascular Plant,Heracleum maximum,Common Cowparsnip,,25.9,1.142
Vascular Plant,Ligusticum canadense,"Loveage, Nondo Lovage",,78.0,414.183
Vascular Plant,Osmorhiza claytonii,"Hairy Sweet-Cicely, Sweet Cicely",Species of Concern,12.6,0.054
Vascular Plant,Osmorhiza longistylis,"Long-Styled Anise-Root, Smoother Sweet-Cicely",Species of Concern,22.1,1042.392
Vascular Plant,Oxypolis rigidior,Stiff Cowbane,,9.4,99.265
Vascular Plant,Pastinaca sativa,"Parsnip, Wild Parsnip",In Recovery,183.7,0.413
Vascular Plant,Sanicula canadensis,"Canada Black Snakeroot, Short-Styled Sanicle",Species of Concern,48.6,96.64
Vascular Plant,Sanicula marilandica,"Black Snakeroot, Black Snake-Root",,15.6,0.991
Vascular Plant,Sanicula odorata,"Sanicle, Black Snakeroot",Endangered,12.2,0.13
Vascular Plant,Sanicula smallii,"Mall's Black Snakeroot, Small's Sanicle",In Recovery,11.3,0.077
Vascular Plant,Sanicula trifoliata,"Large-Fruited Sanicle, Trifoliate Black Snakeroot",Species of Concern,25.6,0.241
Vascular Plant,Taenidia integerrima,"Yellow Pimpernel, Yellow Pimpernell",In Recovery,32.5,0.034
Vascular Plant,Thaspium barbinode,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",,36.5,13.248
Vascular Plant,Thaspium pinnatifidum,"Cutleaf Meadowparsnip, Mountain Thaspium",,2.2,4.2
Vascular Plant,Thaspium trifoliatum,Purple Meadowparsnip,Endangered,107.0,0.08
Vascular Plant,Thaspium trifoliatum var. aureum,"Purple Meadow-Parsnip, Yellow Meadow-Parsnip",Threatened,182.6,4.7
Vascular Plant,Thaspium trifoliatum var. trifoliatum,Purple Meadow-Parsnip,Species of Concern,10.5,1.434
Vascular Plant,Torilis arvensis,Spreading Hedgeparsley,Species of Concern,47.9,1.994
Vascular Plant,Torilis japonica,"Erect Hedge-Parsley, Hedge-Parsley",,46.8,0.165
Vascular Plant,Zizia aptera,Golden Alexanders,Threatened,30.1,0.048
Vascular Plant,Zizia aurea,Golden Zizia,,21.5,0.172
Vascular Plant,Zizia trifoliata,"Meadow Alexanders, Three-Leaved Golden Alexanders",Species of Concern,10.1,36.243
Vascular Plant,Aralia nudicaulis,Wild Sarsaparilla,,90.9,7.56
Vascular Plant,Aralia racemosa,"American Spikenard, Wild Spikenard",Species of Concern,6.6,0.747
Vascular Plant,Aralia spinosa,"Devil's Walking Stick, Hercules Club",,105.2,2.35
Vascular Plant,Hedera helix,English Ivy,Species of Concern,396.7,4.407
Vascular Plant,Hydrocotyle americana,"American Water-Pennywort, Water-Pennywort",,30.9,0.761
Vascular Plant,Hydrocotyle sibthorpioides,"Lawn Penny-Wort, Lawn Water-Penny-Wort",,28.8,1.126
Vascular Plant,Panax quinquefolius,Ginseng,Species of Concern,57.4,18.025
Vascular Plant,Panax trifolius,Dwarf Ginseng,,9.6,0.059
Vascular Plant,Ilex ambigua,Beadle's Holly,Species of Concern,2.7,5.871
Vascular Plant,Ilex collina,"Appalachian Holly, Long-Stalked Holly",Endangered,6.5,0.008
Vascular Plant,Ilex montana,Mountain Holly,,39.1,839.242
Vascular Plant,Ilex opaca,American Holly,Species of Concern,24.4,13.413
Vascular Plant,Ilex verticillata,"Black Holly, Winterberry",Endangered,27.1,1.288
Vascular Plant,Allium ampeloprasum,"Garlic, Wild Leek",Species of Concern,73.9,0.798
Vascular Plant,Allium burdickii,"White-Stemmed Ramps, Leeks",,33.8,3.685
Vascular Plant,Allium canadense,"Meadow Onion, Wild Garlic",Endangered,11.0,19.69
Vascular Plant,Allium cernuum var. cernuum,Nodding Onion,Species of Concern,19.9,0.249
Vascular Plant,Allium tricoccum,"Ramps, Wild Leeks, Small White Leek",Endangered,46.7,0.174
Vascular Plant,Allium vineale,Field Garlic,,25.4,1.612
Vascular Plant,Hymenocallis caroliniana,Carolina Spiderlily,,90.3,5.402
Vascular Plant,Lycoris radiata,Magic Lily,Endangered,23.8,12.736
Vascular Plant,Narcissus poeticus,Poet's Narcissus,Species of Concern,130.1,6.649
Vascular Plant,Narcissus pseudonarcissus,"Commom Daffodil, Daffodil",,24.8,0.062
Vascular Plant,Nothoscordum bivalve,Crowpoison,Species of Concern,6.8,0.769
Vascular Plant,Asparagus officinalis,"Garden Asparagus-Fern, Wild Asparagus",Species of Concern,11.8,1.033
Vascular Plant,Convallaria majalis,"European Lily-Of-The-Valley, Lily-Of-The-Valley",Species of Concern,26.3,6.198
Vascular Plant,Convallaria majuscula,Convallaria,Threatened,22.5,5.564
Vascular Plant,Convallaria montana,"American Lily-Of-The-Valley, Wild Lily-Of-The-Valley",,26.5,0.012
Vascular Plant,Hosta lancifolia,Hosta,Species of Concern,7.9,1.15
Vascular Plant,Liriope spicatum,Liriope,Species of Concern,5.7,7.388
Vascular Plant,Maianthemum canadense,Canada Mayflower,Endangered,154.0,34.706
